"borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"777",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4561,63,NA,"A5","2915 PEARSALL AVENUE                     ","            ",10469,1,0,1,2500,1440,1965,1,"A5","$ 455,000","2016-02-22",455000,1440,2500,0
"778",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4561,63,NA,"A5","2915 PEARSALL AVENUE                     ","            ",10469,1,0,1,2500,1440,1965,1,"A5","$ 238,290","2015-06-11",238290,1440,2500,0
"780",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4562,37,NA,"A5","1230 ADEE AVE                            ","            ",10469,1,0,1,1772,1536,1945,1,"A5","$ 330,000","2016-03-31",330000,1536,1772,0
"782",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4564,162,NA,"A5","2863 DEWITT PLACE                        ","            ",10469,1,0,1,1520,1536,1950,1,"A5","$ 229,671","2015-07-14",229671,1536,1520,0
"783",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4567,84,NA,"A2","2918 FENTON AVENUE                       ","            ",10469,1,0,1,6000,1596,1945,1,"A2","$ 369,000","2015-11-19",369000,1596,6000,0
"784",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4577,49,NA,"A1","3011 HONE AVENUE                         ","            ",10469,1,0,1,2500,1074,1915,1,"A1","$ 319,000","2016-01-28",319000,1074,2500,0
"785",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4579,51,NA,"A5","3015 LACONIA AVENUE                      ","            ",10469,1,0,1,1700,1944,1960,1,"A5","$ 320,000","2016-04-18",320000,1944,1700,0
"787",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4589,53,NA,"A5","3049 YOUNG AVENUE                        ","            ",10469,1,0,1,1700,1440,1955,1,"A5","$ 305,000","2015-08-24",305000,1440,1700,0
"788",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4606,40,NA,"A1","812 CHESTNUT STREET                      ","            ",10467,1,0,1,1995,1560,1935,1,"A1","$ 405,000","2015-10-30",405000,1560,1995,0
"790",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4607,21,NA,"A5","3308 BARNES AVENUE                       ","            ",10467,1,0,1,1680,928,1945,1,"A5","$ 320,000","2015-08-25",320000,928,1680,0
"791",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4610,25,NA,"A5","3230 COLDEN AVENUE                       ","            ",10469,1,0,1,2500,1320,1940,1,"A5","$ 350,000","2015-06-30",350000,1320,2500,0
"792",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4616,64,NA,"A5","3223 TENBROECK AVENUE                    ","            ",10469,1,0,1,2500,1224,1960,1,"A5","$ 270,000","2015-06-16",270000,1224,2500,0
"793",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4617,22,NA,"A5","3230 TENBROECK AVENUE                    ","            ",10469,1,0,1,1800,1420,1950,1,"A5","$ 359,500","2015-08-20",359500,1420,1800,0
"794",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4623,5,NA,"A2","3312 BARKER AVENUE                       ","            ",10467,1,0,1,6292,1094,1945,1,"A2","$ 174,000","2016-02-03",174000,1094,6292,0
"795",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4623,57,NA,"A1","3311 OLINVILLE AVENUE                    ","            ",10467,1,0,1,6956,2236,1910,1,"A1","$ 400,000","2015-11-04",4e+05,2236,6956,0
"796",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4628,10,NA,"A1","3424 OLINVILLE AVENUE                    ","            ",10467,1,0,1,4477,3053,1915,1,"A1","$ 345,000","2015-08-03",345000,3053,4477,0
"797",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4631,30,NA,"A5","3371 CAPUCHIN WAY                        ","            ",10467,1,0,1,1520,928,1945,1,"A5","$ 267,800","2015-07-17",267800,928,1520,0
"798",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4634,7,NA,"A5","929 DUNCAN STREET                        ","            ",10469,1,0,1,2067,1580,1935,1,"A5","$ 280,000","2015-12-18",280000,1580,2067,0
"799",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4634,61,NA,"A5","3365 RADCLIFF AVENUE                     ","            ",10469,1,0,1,2028,1360,1935,1,"A5","$ 300,000","2015-10-30",3e+05,1360,2028,0
"800",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4634,114,NA,"A5","937 DUNCAN ST                            ","            ",10469,1,0,1,1842,1620,1935,1,"A5","$ 360,000","2015-09-16",360000,1620,1842,0
"801",2,"BRONXDALE                ","01  ONE FAMILY DWELLINGS                    ","1",4638,9,NA,"A5","1053 DUNCAN STREET                       ","            ",10469,1,0,1,1850,1620,1945,1,"A5","$ 420,000","2015-12-07",420000,1620,1850,0
"803",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4433,47,NA,"B9","2539 CRUGER AVENUE                       ","            ",10467,2,0,2,2500,2680,1950,1,"B9","$ 520,000","2015-12-28",520000,2680,2500,0
"805",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4509,44,NA,"B1","2749 CRUGER AVENUE                       ","            ",10467,2,0,2,5000,2860,1925,1,"B1","$ 560,000","2015-06-30",560000,2860,5000,0
"806",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4510,7,NA,"B1","2714 CRUGER AVENUE                       ","            ",10467,2,0,2,2500,1690,1925,1,"B1","$ 525,000","2015-07-29",525000,1690,2500,0
"807",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4510,24,NA,"B1","2748 CRUGER AVENUE                       ","            ",10467,2,0,2,2500,1710,1925,1,"B1","$ 320,000","2015-12-31",320000,1710,2500,0
"808",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4510,49,NA,"B1","2731 HOLLAND AVENUE                      ","            ",10467,2,0,2,2500,1619,1925,1,"B1","$ 261,040","2016-01-12",261040,1619,2500,0
"809",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4511,57,NA,"B1","2711 WALLACE AVENUE                      ","            ",10467,2,0,2,2500,2680,1920,1,"B1","$ 210,000","2015-12-17",210000,2680,2500,0
"811",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4514,34,NA,"B1","2759 BRONXWOOD AVENUE                    ","            ",10469,2,0,2,2500,2110,1945,1,"B1","$ 363,000","2016-01-11",363000,2110,2500,0
"812",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4517,50,NA,"B1","2737 PAULDING AVENUE                     ","            ",10469,2,0,2,2500,2640,1965,1,"B1","$ 560,000","2015-07-28",560000,2640,2500,0
"813",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4518,43,NA,"B1","2751 HONE AVENUE                         ","            ",10469,2,0,2,5000,1920,1940,1,"B1","$ 570,000","2015-12-08",570000,1920,5000,0
"814",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4518,113,NA,"B1","2716 PAULDING AVENUE                     ","            ",10469,2,0,2,2500,2040,2006,1,"B1","$ 550,000","2015-09-16",550000,2040,2500,0
"815",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4520,14,NA,"B3","2732 LURTING AVENUE                      ","            ",10469,2,0,2,1800,1876,1950,1,"B3","$ 453,500","2016-04-12",453500,1876,1800,0
"816",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4520,14,NA,"B3","2732 LURTING AVENUE                      ","            ",10469,2,0,2,1800,1876,1950,1,"B3","$ 255,000","2015-10-26",255000,1876,1800,0
"817",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4521,18,NA,"B3","2724 LACONIA AVENUE                      ","            ",10469,2,0,2,2500,1350,1955,1,"B3","$ 210,000","2015-08-21",210000,1350,2500,0
"818",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4521,47,NA,"B1","2743 YATES AVENUE                        ","            ",10469,2,0,2,3000,2750,1960,1,"B1","$ 605,000","2015-11-12",605000,2750,3000,0
"819",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4522,18,NA,"B2","2744 YATES AVENUE                        ","            ",10469,2,0,2,2500,2274,1910,1,"B2","$ 342,980","2015-08-25",342980,2274,2500,0
"820",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4522,45,NA,"B1","2731 HERING AVENUE                       ","            ",10469,2,0,2,2375,2134,2014,1,"B1","$ 661,862","2015-11-13",661862,2134,2375,0
"821",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4522,46,NA,"B1","2729 HERING AVENUE                       ","            ",10469,2,0,2,2625,2134,2014,1,"B1","$ 661,862","2015-11-09",661862,2134,2625,0
"822",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4522,60,NA,"B9","1131 ALLERTON AVENUE                     ","            ",10469,2,0,2,3000,1960,1950,1,"B9","$ 450,000","2016-03-11",450000,1960,3000,0
"823",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4525,21,NA,"B1","2752 PEARSALL AVENUE                     ","            ",10469,2,0,2,2400,1912,1950,1,"B1","$ 272,950","2015-07-30",272950,1912,2400,0
"826",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4529,126,NA,"B1","2738 YOUNG AVENUE                        ","            ",10469,2,0,2,2434,2635,2005,1,"B1","$ 549,000","2015-05-28",549000,2635,2434,0
"828",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4531,15,NA,"B1","2720 SEYMOUR AVENUE                      ","            ",10469,2,0,2,2867,2569,1950,1,"B1","$ 460,000","2015-09-29",460000,2569,2867,0
"829",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4531,28,NA,"B1","2754 SEYMOUR AVENUE                      ","            ",10469,2,0,2,2200,1825,1940,1,"B1","$ 445,500","2015-09-11",445500,1825,2200,0
"830",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4531,56,NA,"B1","2735 MORGAN AVENUE                       ","            ",10469,2,0,2,2500,2407,2008,1,"B1","$ 331,578","2015-11-24",331578,2407,2500,0
"831",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4532,79,NA,"B1","2703 FENTON AVENUE                       ","            ",10469,2,0,2,2000,1575,1940,1,"B1","$ 360,000","2015-12-16",360000,1575,2000,0
"832",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4532,121,NA,"B1","2736 MORGAN AVENUE                       ","            ",10469,2,0,2,2642,1807,1940,1,"B1","$ 374,000","2015-11-03",374000,1807,2642,0
"834",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4534,77,NA,"B3","1523 BANTAM PLACE                        ","            ",10469,2,0,2,2875,1781,1950,1,"B3","$ 390,000","2016-04-08",390000,1781,2875,0
"836",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4537,44,NA,"B3","2717 KINGSLAND AVE                       ","            ",10469,2,0,2,2500,1780,1925,1,"B3","$ 270,300","2015-08-28",270300,1780,2500,0
"837",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4544,34,NA,"B2","3011 OLINVILLE AVENUE                    ","            ",10467,2,0,2,2119,1500,1925,1,"B2","$ 499,000","2015-11-04",499000,1500,2119,0
"838",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4544,34,NA,"B2","3011 OLINVILLE AVENUE                    ","            ",10467,2,0,2,2119,1500,1925,1,"B2","$ 200,000","2015-07-02",2e+05,1500,2119,0
"839",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4545,11,NA,"B3","3024 OLINVILLE AVENUE                    ","            ",10467,2,0,2,1700,1766,1925,1,"B3","$ 602,457","2015-07-18",602457,1766,1700,0
"840",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4553,25,NA,"B1","2956 RADCLIFF AVENUE                     ","            ",10469,2,0,2,1500,2100,1970,1,"B1","$ 430,360","2015-12-31",430360,2100,1500,0
"841",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4553,47,NA,"B1","2917 COLDEN AVE                          ","            ",10469,2,0,2,2567,2184,1950,1,"B1","$ 480,000","2015-11-09",480000,2184,2567,0
"842",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4556,15,NA,"B1","2920 HONE AVENUE                         ","            ",10469,2,0,2,2742,2578,1940,1,"B1","$ 650,000","2016-04-08",650000,2578,2742,0
"843",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4556,15,NA,"B1","2920 HONE AVENUE                         ","            ",10469,2,0,2,2742,2578,1940,1,"B1","$ 375,000","2015-09-18",375000,2578,2742,0
"845",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4560,1,NA,"B3","1175 ARNOW AVENUE                        ","            ",10469,2,0,2,5350,2440,1970,1,"B3","$ 652,000","2015-08-11",652000,2440,5350,0
"846",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4561,53,NA,"B1","2933 PEARSALL AVENUE                     ","            ",10469,2,0,2,2500,3240,1965,1,"B1","$ 500,000","2015-06-10",5e+05,3240,2500,0
"848",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4566,38,NA,"B1","2952 MORGAN AVENUE                       ","            ",10469,2,0,2,2500,1758,1940,1,"B1","$ 459,000","2016-02-18",459000,1758,2500,0
"849",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4567,106,NA,"S2","1460 EAST GUN HILL ROAD                  ","            ",10469,2,1,3,3174,3401,1931,1,"S2","$ 375,000","2015-10-20",375000,3401,3174,0
"850",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4571,3,NA,"B1","785 ADEE AVENUE                          ","            ",10467,2,0,2,1798,1890,1960,1,"B1","$ 530,000","2015-12-09",530000,1890,1798,0
"851",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4571,4,NA,"B1","783 ADEE AVENUE                          ","            ",10467,2,0,2,1798,1890,1960,1,"B1","$ 380,000","2015-05-19",380000,1890,1798,0
"852",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4571,8,NA,"B1","773 ADEE AVENUE                          ","            ",10467,2,0,2,2285,2968,1935,1,"B1","$ 535,000","2015-12-24",535000,2968,2285,0
"853",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4571,37,NA,"B1","3035 BARNES AVENUE                       ","            ",10467,2,0,2,2500,1524,1955,1,"B1","$ 529,000","2015-07-08",529000,1524,2500,0
"854",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4576,2,NA,"B2","987 ADEE AVENUE                          ","            ",10469,2,0,2,2500,1368,1925,1,"B2","$ 206,000","2015-05-13",206000,1368,2500,0
"855",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4576,3,NA,"B1","985 ADEE AVENUE                          ","            ",10469,2,0,2,2500,2448,1930,1,"B1","$ 610,000","2016-03-31",610000,2448,2500,0
"856",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4577,2,NA,"B1","1015 ADEE AVENUE                         ","            ",10469,2,0,2,2800,2400,1950,1,"B1","$ 470,000","2016-03-31",470000,2400,2800,0
"857",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4577,15,NA,"B1","3022 PAULDING AVENUE                     ","            ",10469,2,0,2,2500,1661,1930,1,"B1","$ 195,000","2016-01-27",195000,1661,2500,0
"858",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4577,34,NA,"B3","3039 HONE AVENUE                         ","            ",10469,2,0,2,3200,2070,1935,1,"B3","$ 540,000","2015-07-10",540000,2070,3200,0
"859",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4578,22,NA,"B1","1052 BURKE AVENUE                        ","            ",10469,2,0,2,2500,2800,1950,1,"B1","$ 520,000","2016-02-19",520000,2800,2500,0
"860",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4586,49,NA,"B1","2931 WILSON AVE                          ","            ",10469,2,0,2,2775,1960,1958,1,"B1","$ 562,000","2016-02-11",562000,1960,2775,0
"861",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4586,49,NA,"B1","2931 WILSON AVENUE                       ","            ",10469,2,0,2,2775,1960,1958,1,"B1","$ 374,000","2015-08-18",374000,1960,2775,0
"862",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4586,57,NA,"B1","2917 WILSON AVENUE                       ","            ",10469,2,0,2,2500,1818,1950,1,"B1","$ 450,000","2015-06-18",450000,1818,2500,0
"863",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4586,59,NA,"B1","2913 WILSON AVENUE                       ","            ",10469,2,0,2,2500,1818,1950,1,"B1","$ 350,000","2015-05-11",350000,1818,2500,0
"865",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4587,22,NA,"B1","2936 WILSON AVENUE                       ","            ",10469,2,0,2,2500,3000,1950,1,"B1","$ 415,000","2015-06-22",415000,3000,2500,0
"866",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4588,19,NA,"B2","3032 BOUCK AVENUE                        ","            ",10469,2,0,2,6242,1588,1920,1,"B2","$ 345,000","2015-07-31",345000,1588,6242,0
"867",2,"BRONXDALE                ","02  TWO FAMILY DWELLINGS                    ","1",4589,67,NA,"B1","3025 YOUNG AVENUE                        ","            ",10469,2,0,2,2500,2681,1950,1,"B1","$ 565,000","2015-09-21",565000,2681,2500,0
